Participant,Trailer,W_score,F_score,A_score,Pos_arousal,Neg_arousal,W_score_scaled,F_score_scaled,A_score_scaled,Pos_arousal_scaled,Neg_arousal_scaled,NAcc_TR1,NAcc_TR2,NAcc_TR3,NAcc_TR4,NAcc_TR5,NAcc_TR6,NAcc_TR7,NAcc_TR8,NAcc_TR9,NAcc_TR10,NAcc_TR11,NAcc_TR12,NAcc_TR13,NAcc_TR14,NAcc_TR15,AIns_TR1,AIns_TR2,AIns_TR3,AIns_TR4,AIns_TR5,AIns_TR6,AIns_TR7,AIns_TR8,AIns_TR9,AIns_TR10,AIns_TR11,AIns_TR12,AIns_TR13,AIns_TR14,AIns_TR15,Amyg_TR1,Amyg_TR2,Amyg_TR3,Amyg_TR4,Amyg_TR5,Amyg_TR6,Amyg_TR7,Amyg_TR8,Amyg_TR9,Amyg_TR10,Amyg_TR11,Amyg_TR12,Amyg_TR13,Amyg_TR14,Amyg_TR15,MPFC_TR1,MPFC_TR2,MPFC_TR3,MPFC_TR4,MPFC_TR5,MPFC_TR6,MPFC_TR7,MPFC_TR8,MPFC_TR9,MPFC_TR10,MPFC_TR11,MPFC_TR12,MPFC_TR13,MPFC_TR14,MPFC_TR15,Onset
sub-14,rh3,1.0,1.0,1.0,1.4142135623731,0.0,-1.1875,-1.375,-1.1875,-1.81196112679053,0.132582521472478,0.289473,-0.397942,-0.404983,-0.0539852,0.0658943,-0.143116,-0.539494,-0.157968,-0.214669,-0.241812,-0.443989,-0.0344856,-0.248138,-0.324309,-0.133309,0.203367,-0.101036,-0.0287278,0.160788,-0.334013,-0.13056,-0.306229,-0.102766,-0.187596,0.0699405,-0.0433607,0.0306588,-0.213502,-0.680539,-0.547581,-0.437945,-0.467226,0.386545,0.247413,-0.00184522,-0.323975,0.0545799,0.0430334,-0.293858,-0.336464,0.00344122,-0.178402,0.0685016,-0.163988,-0.0184332,1.77404,0.961339,-0.20793,-0.478077,-0.857327,-0.30225,-0.283824,-0.355689,-0.768821,-0.29545,-0.66217,0.29549,-0.155555,-0.617364,-1.07518,704
sub-14,rc11,2.0,3.0,2.0,3.53553390593274,-0.707106781186547,-0.1875,0.625,-0.1875,0.309359216769115,-0.57452425971407,,,0.417349,0.161838,-0.177844,-0.174557,0.000705774,0.201324,0.113221,-0.320962,-0.259242,-0.528724,-0.766998,-0.205895,-0.0333641,0.597038,0.526821,0.0746995,-0.156401,0.14146,0.168043,-0.446103,-0.0922447,0.222437,-0.158751,-0.0180718,-0.17085,-0.502244,-0.885257,-0.730093,0.0422755,0.9808,0.77071,0.129229,-0.275091,0.316361,0.367719,0.171841,-0.00905501,-0.165925,-0.0227802,0.256754,-0.0782481,-0.223889,0.400263,1.1678,0.53563,0.30006,0.00758918,0.642498,0.72792,0.561487,0.347426,0.583129,0.105402,-0.212784,-0.530497,-0.36212,-0.70297,-0.438604,704
sub-14,uc1,4.0,4.0,4.0,5.65685424949238,0.0,1.8125,1.625,1.8125,2.43067956032876,0.132582521472478,-0.188633,-0.267901,0.196358,-0.225143,0.22046,0.110318,-0.323481,0.16899,0.174004,-0.0740945,0.121641,0.0671184,0.184827,-0.065663,0.377185,0.0391363,-0.261092,0.771626,0.160821,0.131454,-0.0660153,-0.248907,-0.0243984,0.115122,-0.111016,-0.316736,-0.705983,0.0815798,-0.0110214,0.214784,-0.391421,-0.016069,0.0482263,-0.238634,-0.0398744,0.221287,0.183677,-0.478033,-0.0290004,0.621631,0.440388,0.00660472,0.367176,0.474248,0.0306698,0.93347,-0.0871475,-0.348062,-0.494964,-0.784686,-1.08238,-0.660374,-0.955635,-0.613432,0.0432329,0.108446,-0.526626,-0.241154,-0.247298,0.474856,704
sub-14,rh11,3.0,1.0,2.0,2.12132034355964,0.707106781186547,0.8125,-1.375,-0.1875,-1.10485434560398,0.839689302659025,-0.530366,0.079123,-0.161744,0.0254493,-0.277952,-0.128074,0.0255644,-0.0274574,0.0865285,0.0902778,0.417049,0.0411454,-0.0267486,0.103731,-0.0965714,0.288273,-0.312426,-0.175014,-0.191358,-0.684005,-0.260057,0.30881,-0.0964169,-0.701885,-0.205594,0.184557,0.392437,0.322577,0.308844,-0.00403854,-0.395964,-0.177919,0.0899246,0.0435361,0.167422,0.171099,0.0499257,0.194627,0.391397,0.0927976,0.573951,0.124888,-0.348911,-0.279509,-0.125013,-0.3406,-0.836058,-0.649301,-0.61277,-0.82314,-1.22986,-0.462174,-0.85383,-0.581441,-0.635828,-0.455413,0.163814,0.701206,0.645503,0.283151,704
sub-14,rc12,1.0,1.0,2.0,2.12132034355964,0.707106781186547,-1.1875,-1.375,-0.1875,-1.10485434560398,0.839689302659025,0.183072,0.318243,-0.264743,-0.18555,-0.115266,-0.250803,-0.340115,0.278479,0.192928,0.026369,0.287945,0.396897,-0.0947922,-0.0418487,-0.274497,0.281204,0.299059,-0.168811,-0.0884846,-0.215818,-0.145548,-1.04431,-0.687746,-0.466793,-0.447361,-0.0963316,-0.269114,-0.017809,-0.0438375,-0.143712,-0.397957,0.42732,0.147385,0.0664342,-0.0140677,0.381024,0.42242,0.148633,0.418614,0.25577,0.651031,0.561884,0.364609,0.344561,0.356848,0.141938,-0.0376402,-0.486372,-0.314023,-0.584084,-0.320668,-0.616429,-0.427535,-0.342107,-0.145863,-0.227368,-0.0928664,0.067885,-0.494687,-0.205189,704
sub-14,rc5,1.0,1.0,1.0,1.4142135623731,0.0,-1.1875,-1.375,-1.1875,-1.81196112679053,0.132582521472478,-0.147134,-0.0973593,0.239107,-0.186692,-0.0212309,-0.0755002,0.0863518,-0.398197,-0.473958,-0.54228,-0.385839,-0.269294,0.238865,-0.133084,-0.308617,0.400412,0.116456,0.144527,-0.0811624,0.18215,0.368114,0.188959,-0.427305,-0.356323,-0.396251,-0.173166,-0.0558344,-0.430991,-0.484133,-0.890968,-0.671492,-0.0667142,-0.15952,-0.12281,-0.303197,0.165976,0.0664526,0.126177,-0.378297,0.0469682,0.0336015,0.123497,0.29822,0.0299418,-0.183581,1.37783,0.313287,-0.135653,0.11386,-0.311432,-0.315098,0.112104,0.369984,-0.0787733,-0.471091,-0.337566,-0.273551,-0.354326,-0.941939,-0.621032,704
sub-14,rc3,2.0,3.0,3.0,4.24264068711928,0.0,-0.1875,0.625,0.8125,1.01646599795566,0.132582521472478,0.700937,0.661793,0.519133,0.493208,0.0379466,-0.140693,-0.0996844,-0.368188,-0.13553,-0.303959,-0.120611,0.0768992,-0.0864934,-0.142871,-0.150716,0.313929,0.739491,0.334725,0.721026,0.426997,-0.0901618,-0.285786,-0.106015,-0.12579,-0.0606013,-0.788966,-0.0291711,0.0656914,-0.566457,-0.709515,-0.174023,0.532908,0.352069,0.237987,-0.150799,0.150481,-0.259106,-0.19621,-0.181242,-0.382268,-0.475247,0.149887,0.35935,0.268507,0.328648,0.268515,1.01016,0.170972,0.40151,0.265793,-0.0599844,-0.557945,0.250505,0.0918738,0.159017,-0.450249,-0.00427381,-0.399409,-0.718198,-0.597368,704
sub-14,rh12,3.0,1.0,2.0,2.12132034355964,0.707106781186547,0.8125,-1.375,-0.1875,-1.10485434560398,0.839689302659025,-0.314435,-0.176548,-0.042964,0.224254,0.382569,0.0795807,-0.238066,-0.0702921,-0.214332,-0.198051,-0.25685,-0.418974,0.245242,0.0244896,0.229588,-0.114091,-0.348043,-0.126679,-0.259303,-0.173923,0.288205,0.358885,0.129912,0.395989,-0.020404,0.302335,0.375008,-0.290048,0.0407184,-0.105895,-0.150188,-0.560679,-0.741574,0.0767703,0.688324,0.160105,-0.0167048,-0.418248,-0.348601,0.152038,0.174184,0.459287,0.668819,0.200265,0.272682,-0.411009,-0.251392,0.181376,0.20992,0.585866,0.669017,0.056321,-0.162552,0.0103132,0.32941,0.633201,1.01089,-0.557267,-0.624066,-0.347695,704
sub-14,rc1,2.0,4.0,2.0,4.24264068711928,-1.4142135623731,-0.1875,1.625,-0.1875,1.01646599795566,-1.28163104090062,-0.137741,0.0996836,0.243236,0.0393065,-0.0421222,0.140053,0.128184,-0.372952,-0.364841,-0.10496,0.164654,0.204162,0.475576,0.278218,0.0937702,0.327137,0.0113974,-0.13889,0.0271307,0.178379,0.0440592,-0.14827,-0.0254645,-0.191123,-0.762666,,0.0865921,0.386664,0.200947,-0.0552109,-0.278146,0.169724,0.595431,0.197787,-0.118053,0.51504,0.819364,0.633697,-0.0770441,0.116614,-0.0473863,0.22129,0.209653,0.246048,0.344199,-0.262094,0.121701,0.0280105,-0.387781,-0.47091,0.175948,0.224691,0.24908,-0.281126,-0.0581829,-0.560171,0.141432,0.292103,0.832608,0.729226,704
sub-14,rh7,1.0,1.0,3.0,2.82842712474619,1.4142135623731,-1.1875,-1.375,0.8125,-0.397747564417433,1.54679608384557,,-0.712654,0.69097,-0.423283,-0.480264,-0.105959,0.604983,0.551749,0.868906,0.293699,0.366032,0.533924,0.384382,0.21756,0.302272,-0.891212,-0.859526,0.920564,0.20371,0.377883,-0.455241,-0.111389,0.0659812,0.225912,-0.0859473,-0.374803,0.310447,0.0904015,0.250547,0.574105,,-0.0820575,0.283304,-0.518624,-0.334315,0.192447,0.536541,0.536362,0.799124,0.443142,0.334789,0.325496,0.238308,0.390851,0.758692,-1.52363,-1.11272,,-1.00288,0.284456,-0.933211,0.00283982,-0.833626,0.329125,-0.316488,-0.708798,-0.695089,-0.063102,0.729742,-0.135288,704
sub-14,rc8,4.0,4.0,3.0,4.94974746830583,-0.707106781186547,1.8125,1.625,0.8125,1.72357277914221,-0.57452425971407,-0.127815,0.036035,-0.0618363,-0.340169,-0.102047,-0.469408,-0.530197,-0.246209,-0.250334,0.272036,-0.0286681,-0.173545,-0.366439,-0.233332,-0.122063,0.290095,-0.388946,0.0156304,-0.214344,-0.182977,-0.54243,0.26258,0.34613,-0.193378,-0.660206,-0.460907,-0.708306,-0.463853,-0.648154,-0.424857,-0.514206,0.0811983,0.00643025,0.0617231,-0.220054,-0.503508,-0.350139,-0.232714,-0.282023,0.363001,0.46254,0.220443,0.104549,0.194471,-0.208289,1.62854,0.680022,0.869554,0.241528,0.0699543,-0.402648,0.79479,0.73201,-0.37973,-0.264059,-0.404587,-0.607643,-0.482046,-1.12533,-0.71918,704
sub-14,uc3,1.0,3.0,2.0,3.53553390593274,-0.707106781186547,-1.1875,0.625,-0.1875,0.309359216769115,-0.57452425971407,0.649225,0.395562,0.493875,-0.153659,-0.20141,-0.218452,-0.113494,-0.156567,0.133774,-0.280476,-0.181187,-0.263469,-0.690324,-0.4344,-0.322672,0.996076,0.37499,0.267675,0.0779307,-0.0139321,-0.0599318,0.194696,0.174849,-0.107752,-0.203664,-0.00464644,-0.426853,-0.0916676,-0.153328,-0.0900036,-0.202453,0.148679,0.453677,0.28371,0.161986,0.275968,0.446356,0.476987,-0.022116,0.354214,0.367914,0.260893,-0.16024,-0.233949,-0.364845,0.379102,-0.0328535,-0.337722,-0.451068,-0.264761,-0.257578,0.176768,0.351626,0.139077,-0.241494,0.0498509,-0.24479,-0.5072,-0.470621,-0.405922,704
sub-14,rh10,4.0,4.0,2.0,4.24264068711928,-1.4142135623731,1.8125,1.625,-0.1875,1.01646599795566,-1.28163104090062,0.270019,0.0536682,0.0645588,-0.0943501,-0.0495055,-0.344063,-0.385875,-0.400842,-0.227541,-0.271916,-0.172425,-0.218806,-0.234821,-0.038505,-0.167272,0.23807,-0.155843,-0.756701,-0.50454,-0.112062,0.123438,-0.43817,-0.14558,0.00990711,-0.174756,0.00908915,-0.090932,-0.565228,-0.722747,-0.734225,-0.145724,0.0945177,0.273962,0.382909,0.364127,-0.0620026,0.0232165,-0.196041,-0.254668,-0.326698,-0.202955,-0.138578,-0.127707,-0.281722,-0.374824,0.876132,-0.143496,-1.08413,-0.748513,-0.644659,0.173321,-0.182164,-0.0584525,0.450195,0.255943,-0.242247,-1.08497,-1.19074,-0.936721,-0.998891,704
sub-14,rc4,4.0,4.0,3.0,4.94974746830583,-0.707106781186547,1.8125,1.625,0.8125,1.72357277914221,-0.57452425971407,0.237116,0.418095,0.200905,-0.195091,-0.491904,-0.20956,-0.380107,-0.58753,0.135177,0.105484,-0.101521,-0.249263,-0.518985,-0.481287,-0.264731,0.862633,0.0559554,-0.256172,-0.250591,0.333957,-0.0537484,-0.25209,0.0386241,0.0858904,0.48241,-0.0819001,-0.527399,-0.853588,-0.747631,-0.265724,0.319731,0.865216,0.726659,0.160098,-0.186193,0.186468,0.0285992,-0.238571,0.205087,0.182547,0.00503686,-0.150793,-0.239627,-0.24624,0.00589533,1.43789,0.699932,-0.00120791,0.118731,0.501928,0.44173,-0.0754071,-0.221619,0.17418,-0.013007,-0.18238,-0.906413,-1.39625,-0.660439,-0.862123,704
sub-14,rh4,1.0,1.0,1.0,1.4142135623731,0.0,-1.1875,-1.375,-1.1875,-1.81196112679053,0.132582521472478,0.441895,0.380793,-0.172139,-0.379996,0.362016,0.504955,0.200772,-0.0611164,-0.313126,-0.309654,0.0163982,0.0789625,0.181609,-0.2654,-0.0243304,-0.0304898,0.159899,0.376175,-0.282048,-0.129894,0.379862,0.240334,0.197495,-0.234807,-0.339679,-0.705221,-0.0638039,-0.270641,-0.286669,0.237043,0.271031,0.100094,0.0691312,0.169605,0.289902,0.148382,0.162781,-0.0849131,-0.511558,-0.476521,-0.155372,-0.035633,-0.0733378,-0.244835,0.0500051,0.485875,-0.386345,0.306698,-0.0959315,-0.22413,0.615549,0.662435,0.191214,0.129606,-0.0253137,-0.635609,0.00611364,0.35272,-0.291706,-0.0055466,704
sub-14,uc2,4.0,3.0,4.0,4.94974746830583,0.707106781186547,1.8125,0.625,1.8125,1.72357277914221,0.839689302659025,0.460131,-0.083564,-0.00157283,-0.11249,0.624336,0.0462652,-0.478105,-1.04015,-0.585918,0.188487,-0.413895,0.00445623,0.203979,0.239975,0.118262,-0.072381,-0.183133,-0.129681,0.295763,0.558213,0.605729,0.17455,-0.204609,-0.702995,-0.194725,-0.0994916,-0.158696,-0.0472904,-0.24648,-0.18872,-0.258052,0.0694016,-0.0721236,0.126751,0.622644,0.699152,-0.0278417,-0.106378,-0.034996,0.340186,0.540069,-0.281118,0.169521,0.106945,-0.660149,0.164504,-0.140193,0.181548,-0.073201,-0.206188,0.0373505,0.0812805,-0.243555,-0.119079,-0.086078,0.48126,0.129794,-0.0239988,-0.299157,-0.712271,704
sub-14,rh5,1.0,1.0,1.0,1.4142135623731,0.0,-1.1875,-1.375,-1.1875,-1.81196112679053,0.132582521472478,0.129321,-0.0749751,0.172899,-0.0758698,0.292755,-0.175257,-0.0081429,0.158455,-0.163967,0.0286061,-0.511143,-0.181661,-0.454642,-0.605185,-0.144402,0.863076,0.0561745,0.28473,-0.218393,0.0706025,0.0943572,0.196691,-0.360926,-0.156156,-0.466826,-0.514634,-0.393469,-0.75271,-0.332821,-0.0652636,-0.191624,0.00920702,0.210133,0.290378,0.35252,0.232438,0.596034,0.720364,0.47343,0.197806,0.366155,0.200291,0.0368941,-0.127774,-0.118655,0.543194,-0.221595,0.500518,0.445086,0.426733,-0.0455427,-0.943596,-0.850594,-0.490085,-0.29693,-0.68656,-0.335286,-0.387228,-0.339187,-0.435494,704
sub-14,rh8,1.0,1.0,2.0,2.12132034355964,0.707106781186547,-1.1875,-1.375,-0.1875,-1.10485434560398,0.839689302659025,0.0785958,-0.229998,-0.181306,0.127998,0.0702234,-0.148998,-0.15442,-0.17289,0.362274,0.157843,0.0587901,0.0623789,-0.0318259,-0.0490404,0.0187663,0.579767,0.306186,0.194509,-0.54659,-0.393928,-0.71004,-0.378913,-0.474574,0.402101,0.547745,0.396112,-0.46638,-0.423055,-0.729053,-0.782517,-0.241775,0.0198763,0.164347,0.0891259,0.14827,-0.130818,-0.609282,-0.367917,0.00208891,0.111151,-0.0864701,-0.0486717,0.380934,-0.289923,-0.189396,0.945532,0.230385,-0.277186,0.288413,0.523651,-0.102468,0.61891,0.214451,0.186214,0.623834,0.136138,-0.406266,-0.0185626,-0.230748,-1.00847,704
sub-14,rc10,2.0,3.0,2.0,3.53553390593274,-0.707106781186547,-0.1875,0.625,-0.1875,0.309359216769115,-0.57452425971407,-0.212114,0.920773,0.394775,-0.34884,-0.559647,-0.650638,-0.205568,-0.0336198,-0.0453441,0.29287,0.149743,-0.262768,-0.262296,-0.107918,-0.0172837,0.127032,0.427898,0.0797968,-0.317119,-0.359482,-0.16323,0.125003,0.195891,0.478063,0.383589,-0.149672,-0.437589,-0.122274,-0.0723216,-0.104276,-0.670359,0.928642,0.514544,0.466568,-0.623095,-1.02567,-0.518826,0.147255,0.0174653,0.290771,0.205022,0.0284046,-0.00125584,0.329426,0.300884,0.534746,0.952575,0.383223,-0.259473,-1.03992,-0.660229,-0.789457,0.06824,0.0624535,-0.336257,0.121782,-0.14072,-0.317563,0.137578,0.671697,704
sub-14,uh3,1.0,1.0,1.0,1.4142135623731,0.0,-1.1875,-1.375,-1.1875,-1.81196112679053,0.132582521472478,0.494237,0.451753,0.283846,0.188274,-0.32717,-0.0456631,-0.530993,-0.346337,-0.290365,-0.00500392,-0.027693,-0.0353047,-0.44364,0.0134425,0.126709,0.0150737,0.0410489,0.043694,-0.637058,-0.055053,-0.025858,-0.168049,-0.179804,-0.665863,-0.288342,-0.488335,0.128195,-0.309773,-0.232303,0.567164,0.102881,0.2279,-0.147764,-0.213399,0.0972268,-0.0408704,-0.148275,0.102281,-0.0916722,-0.0147438,0.341586,0.149707,0.100277,0.0438713,0.145282,0.384109,1.11776,1.69582,0.740128,-0.0780741,-0.528478,-0.84999,-0.455422,-0.585567,-0.556697,0.00947536,0.350081,-0.212814,-0.357413,-0.498493,704
sub-14,rc7,2.0,4.0,2.0,4.24264068711928,-1.4142135623731,-0.1875,1.625,-0.1875,1.01646599795566,-1.28163104090062,0.384499,-0.330843,-0.342154,-0.337504,-0.272565,0.154322,0.206187,-0.184343,-0.398142,-0.216227,0.22478,0.0986457,0.188921,-0.0955721,0.039816,0.596944,0.213416,-0.558105,0.184207,-0.276357,-0.000596647,-0.0448912,-0.320489,-0.229816,-0.608447,0.0617471,0.172305,-0.0335635,-0.022952,0.586334,0.0835571,0.44231,0.35129,0.313385,0.448471,0.258688,0.319356,-0.0518398,-0.420936,0.0220092,-0.0060062,0.297536,0.540176,0.00627824,0.053295,0.555344,-0.0386783,-0.69632,0.6561,-0.226127,-0.684099,-0.274566,-0.163329,-0.303827,-0.639395,-0.145942,-0.0367826,-0.198821,0.172508,1.0036,704
